file,merchant,date,receipt_number,item_count,subtotal,discount,tax,total,payment_method,confidence,warning_count,warnings
X51005442341.jpg,RESTAURANT SIN DU,09/03/2018,,3,,,,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005442343.jpg,YONG TAT HARDWARE TRADING,13/03/2018,,1,,0.0,72.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005442343.jpg,YONG TAT HARDWARE TRADING,13/03/2018,,1,,0.0,72.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005442344.jpg,YONG TAT HARDWARE TRADING,13/03/2018,,2,,5.71,0.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005442344.jpg,YONG TAT HARDWARE TRADING,13/03/2018,,2,,5.71,0.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005442346.jpg,PERNIAGAAN ZHENG HUI,15/03/2018,,0,0.0,,0.0,,CASH,0.9969205035907882,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005442346.jpg,PERNIAGAAN ZHENG HUI,15/03/2018,,0,0.0,,0.0,,CASH,0.9969205035907882,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005442361.jpg,Morganfield's,2018-03-23,,1,,,559.53,,,1.0,1,Receipt total could not be confidently identified.
X51005442361.jpg,Morganfield's,2018-03-23,,1,,,559.53,,,1.0,1,Receipt total could not be confidently identified.
X51005442366.jpg,Triple Six Point Enterprise 666,22-03-2018,no,1,,0.3,,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005442366.jpg,Triple Six Point Enterprise 666,22-03-2018,no,1,,0.3,,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005442375.jpg,UNIHAKKA INTERNATIONAL SDN BHD,25 Mar 2018,,0,,,0.48,8.5,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005442375.jpg,UNIHAKKA INTERNATIONAL SDN BHD,25 Mar 2018,,0,,,0.48,8.5,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005442376.jpg,UNIHAKKA INTERNATIONAL SDN BHD,22 Mar 2018,,0,,,0.43,7.6,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005442376.jpg,UNIHAKKA INTERNATIONAL SDN BHD,22 Mar 2018,,0,,,0.43,7.6,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005442378.jpg,TO FOR SHOPPING WITH mVNEWS.com,23/03/2018,,2,,,0.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005442378.jpg,TO FOR SHOPPING WITH mVNEWS.com,23/03/2018,,2,,,0.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005442379.jpg,UNIHAKKA INTERNATIONAL SDN BHD,24 Mar 2018,,0,,,0.52,9.2,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005442379.jpg,UNIHAKKA INTERNATIONAL SDN BHD,24 Mar 2018,,0,,,0.52,9.2,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005442382.jpg,UNIHAKKA INTERNATIONAL SDN BHD,20 Mar 2018,,0,,,0.37,6.6,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005442382.jpg,UNIHAKKA INTERNATIONAL SDN BHD,20 Mar 2018,,0,,,0.37,6.6,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005442383.jpg,CARREFOUR RESTAURANT,20/03/201,,1,,,0.78,13.8,CASH,1.0,0,
X51005442383.jpg,CARREFOUR RESTAURANT,20/03/201,,1,,,0.78,13.8,CASH,1.0,0,
X51005442384.jpg,UNIHAKKA INTERNATIONAL SDN BHD,19 Mar 2018,,0,,,0.46,8.2,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005442384.jpg,UNIHAKKA INTERNATIONAL SDN BHD,19 Mar 2018,,0,,,0.46,8.2,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005442386.jpg,UNIHAKKA INTERNATIONAL SDN BHD,21 Mar 2018,,0,,,0.49,8.7,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005442386.jpg,UNIHAKKA INTERNATIONAL SDN BHD,21 Mar 2018,,0,,,0.49,8.7,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005442388.jpg,CONTENTO JM0761170-K,20/03/18,,8,,,,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005442388.jpg,CONTENTO JM0761170-K,20/03/18,,8,,,,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005442392.jpg,UNIHAKKA INTERNATIONAL SDN BHD,29 Mar 2018,,0,,,0.4,7.1,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005442392.jpg,UNIHAKKA INTERNATIONAL SDN BHD,29 Mar 2018,,0,,,0.4,7.1,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005442394.jpg,UNIHAKKA INTERNATIONAL SDN BHD,30 Mar 2018,,0,,,0.46,8.2,,1.0,1,No purchasable items could be confidently extracted.
X51005442394.jpg,UNIHAKKA INTERNATIONAL SDN BHD,30 Mar 2018,,0,,,0.46,8.2,,1.0,1,No purchasable items could be confidently extracted.
X51005442397.jpg,Triple Six Point Enterprise 666,25-03-2018,no,1,,7.6,,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005442397.jpg,Triple Six Point Enterprise 666,25-03-2018,no,1,,7.6,,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005444033.jpg,B.I.G.,12/03/18,,0,,,77.2,77.2,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005444033.jpg,B.I.G.,12/03/18,,0,,,77.2,77.2,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005444037.jpg,Nando's,1300-88-6555,,2,129.3,,7.3,,,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005444037.jpg,Nando's,1300-88-6555,,2,129.3,,7.3,,,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005444040.jpg,B.I.G.,09/03/18,,0,,,133.7,0.0,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005444040.jpg,B.I.G.,09/03/18,,0,,,133.7,0.0,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005444041.jpg,B.I.G.,08/03/18,,0,,,81.0,81.0,DEBIT,1.0,1,No purchasable items could be confidently extracted.
X51005444041.jpg,B.I.G.,08/03/18,,0,,,81.0,81.0,DEBIT,1.0,1,No purchasable items could be confidently extracted.
X51005444044.jpg,99SPEED MART S/B 519537-X,10-03-18,,1,,,6.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005444044.jpg,99SPEED MART S/B 519537-X,10-03-18,,1,,,6.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005444045.jpg,99 SPEED MART S/B 519537-X,19-03-18,,1,,,11.4,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005444045.jpg,99 SPEED MART S/B 519537-X,19-03-18,,1,,,11.4,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005444046.jpg,STAR GROCER SDN BHD 1171881-W,25/03/18,,6,,,66.17,66.15,CASH,1.0,0,
X51005444046.jpg,STAR GROCER SDN BHD 1171881-W,25/03/18,,6,,,66.17,66.15,CASH,1.0,0,
X51005447832.jpg,PETRODELI ENTERPRISE,26/02/18,,1,,,0.0,85.54,VISA,1.0,0,
X51005447832.jpg,PETRODELI ENTERPRISE,26/02/18,,1,,,0.0,85.54,VISA,1.0,0,
X51005447833.jpg,SUN WONG KUT SDN BHD,21/02/1811,,1,,,39.54,,VISA,1.0,1,Receipt total could not be confidently identified.
X51005447833.jpg,SUN WONG KUT SDN BHD,21/02/1811,,1,,,39.54,,VISA,1.0,1,Receipt total could not be confidently identified.
X51005447839.jpg,RESTAURANT JIAWEI,9/3/2018,,5,65.2,65.2,,65.2,,1.0,1,Extracted item totals do not reconcile with the detected subtotal.
X51005447839.jpg,RESTAURANT JIAWEI,9/3/2018,,5,65.2,65.2,,65.2,,1.0,1,Extracted item totals do not reconcile with the detected subtotal.
X51005447840.jpg,PASARAYA BORONG PINTAR,14/03/2018,,3,,,8.2,4.0,CASH,1.0,0,
X51005447840.jpg,PASARAYA BORONG PINTAR,14/03/2018,,3,,,8.2,4.0,CASH,1.0,0,
X51005447841.jpg,PASARAYA BORONG PINTAR,09/03/2018,,4,,,1.2,4.0,CASH,1.0,0,
X51005447841.jpg,PASARAYA BORONG PINTAR,09/03/2018,,4,,,1.2,4.0,CASH,1.0,0,
X51005447842.jpg,PASARAYA BORONG PINTAR,14/03/2018,,1,,,0.9,1.0,CASH,1.0,0,
X51005447842.jpg,PASARAYA BORONG PINTAR,14/03/2018,,1,,,0.9,1.0,CASH,1.0,0,
X51005447844.jpg,RESTAURANT JIAWEI,23/2/2018,,7,110.0,,,110.0,,1.0,1,Extracted item totals do not reconcile with the detected subtotal.
X51005447844.jpg,RESTAURANT JIAWEI,23/2/2018,,7,110.0,,,110.0,,1.0,1,Extracted item totals do not reconcile with the detected subtotal.
X51005447848.jpg,LIAN CHI PU TIAN VEGETARIAN,06/01/18,,10,,,2.87,,,1.0,1,Receipt total could not be confidently identified.
X51005447848.jpg,LIAN CHI PU TIAN VEGETARIAN,06/01/18,,10,,,2.87,,,1.0,1,Receipt total could not be confidently identified.
X51005447850.jpg,PASARAYA BORONG PINTAR,,,1,,,3.2,1.0,CASH,1.0,0,
X51005447850.jpg,PASARAYA BORONG PINTAR,,,1,,,3.2,1.0,CASH,1.0,0,
X51005447851.jpg,PASARAYA BORONG PINTAR,,,1,,,1.7,1.0,CASH,1.0,0,
X51005447851.jpg,PASARAYA BORONG PINTAR,,,1,,,1.7,1.0,CASH,1.0,0,
X51005447852.jpg,99 SPEED MART S/B 519537-X,20-02-18,,1,,,9.9,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005447852.jpg,99 SPEED MART S/B 519537-X,20-02-18,,1,,,9.9,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005447853.jpg,99 SPEED MART S/D 519537X,,,4,,,150.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005447853.jpg,99 SPEED MART S/D 519537X,,,4,,,150.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005447859.jpg,PASARAYA BORONG PINTAR,,,1,,,1.45,1.0,CASH,1.0,0,
X51005447859.jpg,PASARAYA BORONG PINTAR,,,1,,,1.45,1.0,CASH,1.0,0,
X51005447860.jpg,AEON CO. M BHD 126926-H,19/02/2018,,2,,,17.7,16.71,CASH,1.0,0,
X51005447860.jpg,AEON CO. M BHD 126926-H,19/02/2018,,2,,,17.7,16.71,CASH,1.0,0,
X51005447861.jpg,POPULAR BOOK,01/03/18,114793,5,,1.2,49.39,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005447861.jpg,POPULAR BOOK,01/03/18,114793,5,,1.2,49.39,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005453729.jpg,LIAN HING STATIONERY SDN BHD,27/03/2018,,1,,,58.3,4.5,,1.0,0,
X51005453729.jpg,LIAN HING STATIONERY SDN BHD,27/03/2018,,1,,,58.3,4.5,,1.0,0,
X51005453801.jpg,GL HANDICRAFT & TAILORING,20/03/2018,,1,102.0,,102.0,,,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005453801.jpg,GL HANDICRAFT & TAILORING,20/03/2018,,1,102.0,,102.0,,,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005453802.jpg,CHECKED,30/03/2018,,1,,,159.0,150.0,,1.0,0,
X51005453802.jpg,CHECKED,30/03/2018,,1,,,159.0,150.0,,1.0,0,
X51005453804.jpg,LJAN HING STATIONERY SDN BHD,27/03/2018,,2,,,187057.75,,,1.0,1,Receipt total could not be confidently identified.
X51005453804.jpg,LJAN HING STATIONERY SDN BHD,27/03/2018,,2,,,187057.75,,,1.0,1,Receipt total could not be confidently identified.
X51005568827.jpg,Banh Mi CafE,29-10-2017,,2,,,21.3,,,1.0,1,Receipt total could not be confidently identified.
X51005568827.jpg,Banh Mi CafE,29-10-2017,,2,,,21.3,,,1.0,1,Receipt total could not be confidently identified.
X51005568829.jpg,THAI DELICIOUS RESTAURANT,02/02/2017,,9,,,,92.8,CASH,1.0,0,
X51005568829.jpg,THAI DELICIOUS RESTAURANT,02/02/2017,,9,,,,92.8,CASH,1.0,0,
X51005568855.jpg,POPULAR BOOK,23/12/17,309782,20,,0.42,140.65,,MASTERCARD,1.0,1,Receipt total could not be confidently identified.
X51005568855.jpg,POPULAR BOOK,23/12/17,309782,20,,0.42,140.65,,MASTERCARD,1.0,1,Receipt total could not be confidently identified.
X51005568866.jpg,POPULAR BOOK,25 AUG,304168,2,,0.56,5.04,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005568866.jpg,POPULAR BOOK,25 AUG,304168,2,,0.56,5.04,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005568880.jpg,MR.D.I.YMSDN BHD,5/40/160,,5,,,15.9,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005568880.jpg,MR.D.I.YMSDN BHD,5/40/160,,5,,,15.9,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005568881.jpg,HON HWA HARDWARE TRADING,21/09/2017,,2,,0.0,10.4,9.81,CASH,1.0,0,
X51005568881.jpg,HON HWA HARDWARE TRADING,21/09/2017,,2,,0.0,10.4,9.81,CASH,1.0,0,
X51005568884.jpg,MR. D.I.Y. SDN BHD,24-11-17,,3,,,3.9,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005568884.jpg,MR. D.I.Y. SDN BHD,24-11-17,,3,,,3.9,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005568885.jpg,EVERGREEN LIGHT SDN BHD,10/07/2017,,0,,,56.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005568885.jpg,EVERGREEN LIGHT SDN BHD,10/07/2017,,0,,,56.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005568887.jpg,HON HWA HARDWARE TRADING,20/04/2017,,1,,0.0,7.2,0.41,CASH,1.0,0,
X51005568887.jpg,HON HWA HARDWARE TRADING,20/04/2017,,1,,0.0,7.2,0.41,CASH,1.0,0,
X51005568889.jpg,HON HWA HARDWARE TRADING,,,2,,0.0,19.6,19.6,CASH,1.0,0,
X51005568889.jpg,HON HWA HARDWARE TRADING,,,2,,0.0,19.6,19.6,CASH,1.0,0,
X51005568890.jpg,HON HWA HARDWARE TRADING,05/01/2017,,1,,0.0,5.0,4.72,CASH,1.0,0,
X51005568890.jpg,HON HWA HARDWARE TRADING,05/01/2017,,1,,0.0,5.0,4.72,CASH,1.0,0,
X51005568891.jpg,HON HWA HARDWARE TRADING,08/02/2017,,10,,0.0,277.0,277.9,CASH,1.0,0,
X51005568891.jpg,HON HWA HARDWARE TRADING,08/02/2017,,10,,0.0,277.0,277.9,CASH,1.0,0,
X51005568892.jpg,EVERGREEN LIGHT SDN BHD,18/09/2017,,0,,,1.47,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005568892.jpg,EVERGREEN LIGHT SDN BHD,18/09/2017,,0,,,1.47,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005568894.jpg,VIVOPACMARKETING SDN BHD 1070687-M,,must,7,,,44.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005568894.jpg,VIVOPACMARKETING SDN BHD 1070687-M,,must,7,,,44.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005568895.jpg,VIVOPAC MARKETING SDN BHD 1070687-M,,mustbe,5,49.5,,49.5,,CASH,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005568895.jpg,VIVOPAC MARKETING SDN BHD 1070687-M,,mustbe,5,49.5,,49.5,,CASH,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005568898.jpg,VIVOPAC MARKETING SDN BHD 1070687-M,30/05/2017,must,3,17.75,,17.75,,CASH,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005568898.jpg,VIVOPAC MARKETING SDN BHD 1070687-M,30/05/2017,must,3,17.75,,17.75,,CASH,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005568899.jpg,MR. D.I.Y. SDN BHD,18-10-17,,1,,,5.9,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005568899.jpg,MR. D.I.Y. SDN BHD,18-10-17,,1,,,5.9,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005568900.jpg,MR. D.I.Y. SDN BHD,28-12-17,,1,,,9.9,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005568900.jpg,MR. D.I.Y. SDN BHD,28-12-17,,1,,,9.9,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005568911.jpg,MR. D.I.Y. KUCHAI SDN BHD,41-71-10,,5,,,40.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005568911.jpg,MR. D.I.Y. KUCHAI SDN BHD,41-71-10,,5,,,40.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005568913.jpg,IKANO HANDEL SDN BHD,27/07/17,311136194,2,,,538.0,,VISA,1.0,1,Receipt total could not be confidently identified.
X51005568913.jpg,IKANO HANDEL SDN BHD,27/07/17,311136194,2,,,538.0,,VISA,1.0,1,Receipt total could not be confidently identified.
X51005568914.jpg,IKANO HANDEL SDN BHD,09/08/17,311140123,3,,,99.8,,MASTERCARD,1.0,1,Receipt total could not be confidently identified.
X51005568914.jpg,IKANO HANDEL SDN BHD,09/08/17,311140123,3,,,99.8,,MASTERCARD,1.0,1,Receipt total could not be confidently identified.
X51005577191.jpg,FY EAGLE ENTERPRISE,07/12/2017,CSO0031383,0,,,0.57,10.0,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005577191.jpg,FY EAGLE ENTERPRISE,07/12/2017,CSO0031383,0,,,0.57,10.0,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005577192.jpg,FY EAGLE ENTERPRISE,04/12/2017,CSOOO3118O,0,,,0.4,7.0,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005577192.jpg,FY EAGLE ENTERPRISE,04/12/2017,CSOOO3118O,0,,,0.4,7.0,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005582745.jpg,SDN BHD,04/12/2016,CS00090733,0,,,0.0,150.0,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005582745.jpg,SDN BHD,04/12/2016,CS00090733,0,,,0.0,150.0,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005587254.jpg,TRI SHAAS SDN BHD 728515-M,13/03/2017,255018,1,,,4.72,5.0,CASH,1.0,0,
X51005587254.jpg,TRI SHAAS SDN BHD 728515-M,13/03/2017,255018,1,,,4.72,5.0,CASH,1.0,0,
X51005587261.jpg,CHOP YEW LIAN,23/03/17,,2,,,6.0,30.0,CASH,1.0,0,
X51005587261.jpg,CHOP YEW LIAN,23/03/17,,2,,,6.0,30.0,CASH,1.0,0,
X51005587267.jpg,MYDIN,4/02/2017,261172,5,,8.0,80.27,8.0,CASH,1.0,0,
X51005587267.jpg,MYDIN,4/02/2017,261172,5,,8.0,80.27,8.0,CASH,1.0,0,
X51005605284.jpg,ADVANCO COMPANY,23/03/2018,,0,,0.2,83.0,84.0,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005605284.jpg,ADVANCO COMPANY,23/03/2018,,0,,0.2,83.0,84.0,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005605285.jpg,AEON CO. M BHD. 126926-H,22/03/2018,,1,,,5.9,5.57,CASH,1.0,0,
X51005605285.jpg,AEON CO. M BHD. 126926-H,22/03/2018,,1,,,5.9,5.57,CASH,1.0,0,
X51005605286.jpg,AEON CO. M BHD 126926-H,09/02/2018,,1,,,5.9,5.57,CASH,1.0,0,
X51005605286.jpg,AEON CO. M BHD 126926-H,09/02/2018,,1,,,5.9,5.57,CASH,1.0,0,
X51005605287.jpg,AEON C0. M BHD 126926-H,14/03/2018,,2,,,12.25,11.55,CASH,1.0,0,
X51005605287.jpg,AEON C0. M BHD 126926-H,14/03/2018,,2,,,12.25,11.55,CASH,1.0,0,
X51005605295.jpg,ECONSAVE,22/03/18,,0,5.15,,5.15,,CASH,0.9947196930210764,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005605295.jpg,ECONSAVE,22/03/18,,0,5.15,,5.15,,CASH,0.9947196930210764,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005605332.jpg,POPULAR BOOK,14/03/18,90243,1,,0.0,7.95,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005605332.jpg,POPULAR BOOK,14/03/18,90243,1,,0.0,7.95,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005605333.jpg,POPULAR BOOK,07/01/18,364810,2,,9.6,31.47,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005605333.jpg,POPULAR BOOK,07/01/18,364810,2,,9.6,31.47,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005605334.jpg,POPULAR BOOK,29/03/18,121722,2,,,9.65,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005605334.jpg,POPULAR BOOK,29/03/18,121722,2,,,9.65,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005605335.jpg,POPULAR BOOK,12/01/18,77499,2,,,0.02,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005605335.jpg,POPULAR BOOK,12/01/18,77499,2,,,0.02,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005621482.jpg,PREMIO,,form,0,,6.0,6.0,6.0,CREDIT,1.0,1,No purchasable items could be confidently extracted.
X51005621482.jpg,PREMIO,,form,0,,6.0,6.0,6.0,CREDIT,1.0,1,No purchasable items could be confidently extracted.
X51005663272.jpg,WAHIN HARDWARE SDN BHD,04/12/17,,3,0.0,,42.4,,,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005663272.jpg,WAHIN HARDWARE SDN BHD,04/12/17,,3,0.0,,42.4,,,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005663273.jpg,SYARIKAT PERNIAGAAN GIN KEE,04/12/2017,,0,,2.7,47.7,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005663273.jpg,SYARIKAT PERNIAGAAN GIN KEE,04/12/2017,,0,,2.7,47.7,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005663274.jpg,LIM SENG THO HARDWARE TRADING,,,1,10.5,,10.5,,,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005663274.jpg,LIM SENG THO HARDWARE TRADING,,,1,10.5,,10.5,,,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005663276.jpg,1ngmmy.slg,02/12/2017,,0,,0.42,0.0,,CASH,0.9865737650433524,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005663276.jpg,1ngmmy.slg,02/12/2017,,0,,0.42,0.0,,CASH,0.9865737650433524,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005663277.jpg,SYARIKAT PERNIAGAAN GIN KEE,02/12/2017,,0,,1.68,0.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005663277.jpg,SYARIKAT PERNIAGAAN GIN KEE,02/12/2017,,0,,1.68,0.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005663278.jpg,IKANO HANDEL SDN BHD,23/12/17,411395568,4,,,0.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005663278.jpg,IKANO HANDEL SDN BHD,23/12/17,411395568,4,,,0.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005663279.jpg,SYARIKAT PERNIAGAAN GIN KEE,28/12/2017,,0,,0.0,140.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005663279.jpg,SYARIKAT PERNIAGAAN GIN KEE,28/12/2017,,0,,0.0,140.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005663280.jpg,Chili's,30 Dec 17,,0,8.78,,102.39,102.4,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005663280.jpg,Chili's,30 Dec 17,,0,8.78,,102.39,102.4,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005663293.jpg,SWEET FOREST CAFE,14-02-2018,,2,,,12.5,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005663293.jpg,SWEET FOREST CAFE,14-02-2018,,2,,,12.5,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005663297.jpg,BEYOND BROTHERS HARDWARE,1-0-2,,0,,,159.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005663297.jpg,BEYOND BROTHERS HARDWARE,1-0-2,,0,,,159.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005663298.jpg,AL MENDIS-THE MINES,21-03-2018,116455,0,,,22.5,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005663298.jpg,AL MENDIS-THE MINES,21-03-2018,116455,0,,,22.5,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005663300.jpg,LIM SENG THO HARDWARE TRADING,,,1,7.0,,7.0,,,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005663300.jpg,LIM SENG THO HARDWARE TRADING,,,1,7.0,,7.0,,,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005663301.jpg,LIM SENG THO HARDWARE TRADING,,,1,7.0,,7.0,,,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005663301.jpg,LIM SENG THO HARDWARE TRADING,,,1,7.0,,7.0,,,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005663307.jpg,Tax Invoice,09/02/2018,,5,56.8,,56.8,,CASH,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005663307.jpg,Tax Invoice,09/02/2018,,5,56.8,,56.8,,CASH,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005663309.jpg,KOH SENG HARDWARE,01/02/2018,CS00044964,0,,,0.3,5.3,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005663309.jpg,KOH SENG HARDWARE,01/02/2018,CS00044964,0,,,0.3,5.3,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005663310.jpg,LIM SENG THO HARDWARE TRADING,,,1,8.4,,8.4,,,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005663310.jpg,LIM SENG THO HARDWARE TRADING,,,1,8.4,,8.4,,,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005663311.jpg,LIM SENG THO HARDWARE TRADING,,,1,7.0,,7.0,,,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005663311.jpg,LIM SENG THO HARDWARE TRADING,,,1,7.0,,7.0,,,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005663317.jpg,LIM SENG THO HARDWAR TRADING,,,0,,,,,,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
